Class,Method/Variable,Inferred Type,Original Type,Source Code,Comments
BuildingsController,@buildings,Array<Building>,Array<Building>,
User,subscribed_talks,"(([ ==: (:all) -> XXX ] and [ ==: (:current) -> XXX ] and [ ==: (:past) -> XXX ] and [ ==: (:this_week) -> XXX ] and [ ==: (:today) -> XXX ] and [ ==: (:upcoming) -> XXX ] and [ inspect: () -> XXX ]), ?[ member?: (String) -> XXX ]) -> Hash<Talk, String>","(Symbol) -> Hash<Talk, (String or Symbol)>","def subscribed_talks(range, filter = [""kind_subscriber"", ""kind_subscriber_through"", ""kind_watcher"", ""kind_watcher_through""])
    raise ""Argument #{range.inspect} out of range"" unless [:past, :today, :this_week, :upcoming, :current, :all].member? range
    talks = {} # map from talk to kind

    # directly subscribed talks
    subscriptions
      .where(:subscribable_type => ""Talk"")
      .map do |s|
        t = Talk.find(s.subscribable_id)
        talks[t] = s.kind if (t.match_range range) && (filter.member? s.kind)
      end

    # subscriptions via lists, whicih take precedence over directly subscribing/watching
    subscribed_lists.each do |l,k|
      l.talks.each do |t|
        if t.match_range range then
          case k
          when ""kind_subscriber""
            talks[t] = ""kind_subscriber_through"" if filter.member? ""kind_subscriber_through""
          when ""kind_watcher""
            talks[t] = ""kind_watcher_through"" if (talks[t] != ""kind_subscriber"") && (filter.member? ""kind_watcher_through"")
          end
        end
      end
    end

    return talks
  end"
Talk,extended_title,() -> String,() -> String,"def extended_title
    if kind == :standard
      title
    else
      ""#{kind_text}: #{title}""
    end
  end"
Talk,start_end_same_day,() -> Array<String>,() -> Array<String>,"def start_end_same_day
    if start_time && end_time && (start_time.to_date != end_time.to_date)
      errors.add(:internal_error, ""- start time and end time must be on same day"")
    end
  end"
Talk,start_end_not_error,() -> Array<String>,() -> Array<String>,"def start_end_not_error
    errors.add(:start_time, ""- Invalid start time"") if not start_time
    errors.add(:end_time, ""- Invalid end time"") if not end_time
  end"
Talk,start_less_than_end,() -> Array<String>,() -> Array<String>,"def start_less_than_end
    errors.add(:end_time, ""- End time must be greater than start time"") if (start_time && end_time && (not (end_time > start_time)))
  end"
Talk,at_least_one_list,() -> Array<String>,() -> Array<String>,"def at_least_one_list
    errors[:base] << ""A talk must belong to at least one list"" if lists.length < 1
  end"
Talk,past?,() -> (false or true),() -> (false or true),"def past?
    end_time < Time.zone.now.beginning_of_day
  end"
Talk,upcoming?,() -> (false or true),() -> (false or true),"def upcoming?
    end_time >= Time.zone.now
  end"
Talk,current?,() -> (false or true),() -> (false or true),"def current?
    (end_time >= Time.zone.now.beginning_of_day)
  end"
Talk,today?,() -> (false or true),() -> (false or true),"def today?
    (end_time >= Time.zone.now.beginning_of_day) && (start_time < Time.zone.now.end_of_day)
  end"
Talk,this_week?,() -> (false or true),() -> (false or true),"def this_week?
    (end_time >= (Time.zone.now + 1.day).beginning_of_week - 1.day) && (start_time < (Time.zone.now + 1.day).end_of_week - 1.day)
  end"
Talk,later_this_week?,() -> (false or true),() -> (false or true),"def later_this_week?
    (not past?) && (end_time >= (Time.zone.now + 1.day).beginning_of_week - 1.day) && (start_time < (Time.zone.now + 1.day).end_of_week - 1.day)
  end"
Talk,next_week?,() -> (false or true),() -> (false or true),"def next_week?
    (end_time >= (Time.zone.now + 1.day).beginning_of_week + 6.day) && (start_time < (Time.zone.now + 1.day).end_of_week + 6.day)
  end"
Talk,further_ahead?,() -> (false or true),() -> (false or true),"def further_ahead?
    (end_time >= (Time.zone.now + 1.day).beginning_of_week + 13.day)
  end"
Talk,match_range,(([ ==: (:all) -> XXX ] and [ ==: (:current) -> XXX ] and [ ==: (:past) -> XXX ] and [ ==: (:this_week) -> XXX ] and [ ==: (:today) -> XXX ] and [ ==: (:upcoming) -> XXX ])) -> (false or true),(Symbol) -> (false or true),"def match_range(range)
    (range == :all) ||
      (range == :past && past?) ||
      (range == :upcoming && upcoming?) ||
      (range == :current && current?) ||
      (range == :today && today?) ||
      (range == :this_week && this_week?)
  end"
Talk,owner?,(User) -> (false or true),(User) -> (false or true),"def owner?(user)
    return owner == user
  end"
Talk,poster?,(User) -> false,(User) -> (false or true),"def poster?(user)
    return false
  end"
Talk,subscriber?,(User) -> (false or true),(User) -> (false or true),"def subscriber?(user)
    s = subscription(user)
    return s && (s.kind == ""kind_subscriber"")
  end"
Talk,watcher?,(User) -> (false or true),(User) -> (false or true),"def watcher?(user)
    s = subscription(user)
    return s && (s.kind == ""kind_watcher"")
  end"
Talk,registered?,(User) -> (false or true),(User) -> (false or true),"def registered?(user)
    not (registrations.where(:user_id => user.id).empty?)
  end"
Talk,through,"(User) -> { subscriber: Array<(List or XXX)>, watcher: Array<(List or XXX)> }",(User) -> (:kind_subscriber_through or :kind_watcher_through),"def through(user)
    h = Hash.new RDL.type_cast([], ""Array<List>"")
    return h unless user
    user.subscribed_lists.each do |l, kl|
      if l.talks.exists? self.id then
        if kl == ""kind_subscriber""
          h[:subscriber] += [l]
        elsif kl == ""kind_watcher""
          h[:watcher] += [l]
        end
      end
    end
    return h
  end"
Talk,email_watchers,(XXX) -> Array<(User or XXX)>,(Set<(:abstract or :bio or :reg or :speaker or :time or :title or :venue)>) -> Array<User>,"def email_watchers(changes)
    to_email = []
    to_email += subscribers # all direct subscribers
    to_email += RDL.type_cast((lists.map { |l| l.subscribers }).flatten, ""Array<User>"") # all indirect subscribers

    to_email.uniq.each do |u|
      TheMailer.send_talk_change(u, self, changes).deliver_now
    end
  end"
[s]Talk,upcoming,() -> ActiveRecord_Relation<Talk>,() -> ActiveRecord_Relation<Talk>,"def self.upcoming
    # use end_time so talks going on now still appear
    where(""end_time >= ?"", Time.zone.now)
  end"
[s]Talk,past,() -> ActiveRecord_Relation<Talk>,() -> ActiveRecord_Relation<Talk>,"def self.past
    where(""end_time < ? and end_time >= ?"", Time.zone.now.beginning_of_day, Time.zone.now - 1.year)
  end"
[s]Talk,current,() -> ActiveRecord_Relation<Talk>,() -> ActiveRecord_Relation<Talk>,"def self.current
    where(""end_time >= ?"", Time.zone.now.beginning_of_day)
  end"
[s]Talk,today,() -> ActiveRecord_Relation<Talk>,() -> ActiveRecord_Relation<Talk>,"def self.today
    where(""end_time >= ? and start_time < ?"", Time.zone.now.beginning_of_day, Time.zone.now.end_of_day)
  end"
[s]Talk,this_week,() -> ActiveRecord_Relation<Talk>,() -> ActiveRecord_Relation<Talk>,"def self.this_week
    where(""end_time >= ? and start_time < ?"", (Time.zone.now + 1.day).beginning_of_week - 1.day, (Time.zone.now + 1.day).end_of_week - 1.day)
  end"
Building,abbrv_and_name,() -> String,() -> String,"def abbrv_and_name
    return abbrv if name == """" || name.nil?
    return ""#{abbrv} - #{name}""
  end"
List,subscription,(User) -> Subscription,(User) -> Subscription,"def subscription(user)
    s = Subscription.where(:subscribable_id => id, :subscribable_type => ""List"", :user_id => user.id)
    return nil if s.length == 0
    return s.first if s.length == 1
    logger.error ""Multiple subscriptions #{s}""
    return nil
  end"
List,owner?,(User) -> (false or true),(User) -> (false or true),"def owner?(user)
    return owners.include? user
  end"
List,poster?,(User) -> (false or true),(User) -> (false or true),"def poster?(user)
    return posters.include? user
  end"
List,watcher?,(User) -> (XXX or XXX),(User) -> (false or true),"def watcher?(user)
    s = subscription(user)
    return s && (s.kind == ""kind_watcher"")
  end"
List,subscriber?,(User) -> (XXX or XXX),(User) -> (false or true),"def subscriber?(user)
    s = subscription(user)
    return s && (s.kind == ""kind_subscriber"")
  end"
AdminController,index,() -> nil,() -> nil,"def index
  end"
AdminController,spam,() -> nil,() -> nil,"def spam
  end"
AdminController,send_spam,() -> String,() -> String,"def send_spam
#    AdminController.delay.spam_users(:subject => params[:subject], :message => params[:message])
    redirect_to admin_index_path, :notice => ""Sending message to all users...""
  end"
[s]AdminController,spam_users,"({ message: XXX, subject: String }) -> (false or true)","(Hash<Symbol, String>) -> (false or true)","def self.spam_users(h)
    User.all.each do |u|
      if u.confirmed_at
        TheMailer.send_admin_message(u, h).deliver_now
      end
    end
    logger.debug ""Messages delivered.""
  end"
ApplicationController,require_site_admin,() -> XXX,() -> %any,"def require_site_admin
    authorize! :site_admin, :all
  end"
ApplicationController,generate_ical,((ActiveRecord_Relation<Talk> or Array<Talk>)) -> XXX,(Array<Talk>) -> RiCal::Component::Calendar,"def generate_ical(talks)
    coder = HTMLEntities.new
    cal = RiCal.Calendar do |cal|
      talks.each do |t|
        cal.event do |event|
          event.summary = ""#{t.speaker} - #{t.title}""
          event.dtstart = t.start_time.in_time_zone(""US/Eastern"")
          event.dtend = t.end_time.in_time_zone(""US/Eastern"")
          if t.room && t.building
            event.location = ""#{t.room} #{t.building.abbrv}""
          elsif t.room
            event.location = t.room
          end
	        event.url = talk_url(t)
          # notes = """"
          # unless t.abstract.empty?
	        #    notes = coder.decode(ActionController::Base.helpers.strip_tags(t.abstract))
          # else
	        #    notes = ""(No abstract yet)""
	        # end
	        # unless t.bio.empty?
	        #    notes << ""Bio: "" << coder.decode(ActionController::Base.helpers.strip_tags(t.bio))
	        # end
	        # event.description = notes
        end
      end
    end
  end"
ApplicationController,fix_range,(XXX) -> XXX,"(Hash<(String or Symbol), %any>) -> Symbol","def fix_range(params)
    params[:range] = :current unless params[:range]
    params[:range] = params[:range].to_sym
  end"
_Globals,$?,(Open4::SpawnError or Process::Status or Rake::PseudoStatus),,
ApplicationHelper,join_with_and,(([ []: (Number) -> XXX ] and [ []: (Range<Number>) -> XXX ] and [ length: () -> XXX ])) -> String,(Array<String>) -> String,"def join_with_and(a)
    return """" if a.length == 0
    return a[0] if a.length == 1
    return ""#{a[0]} and #{a[1]}"" if a.length == 2
    return ""#{a[0..-2].join "",""}, and #{a[-1]}""
  end"
