Class,Method Name,Arg/Ret/Var,Variable Name,Inferred Type,Original Type,Exact (E) / Up to Parameter (P) / Got Type (T) / None (N),Solution Source,Source Code
TalksController,create,Ret,"",(Array<String> or String),(Array<String> or String),E,Constraints,"def create
    authorize! :create, Talk
    talk_params, lists = adjust params
    @talk = Talk.new(talk_params)
    @talk.lists = lists
    @talk.owner = current_user unless can? :edit_owner, @talk
    if @talk.save
      if params[:talk][:trigger_watch_email] == ""1""
#        @talk.delay.email_watchers(nil)
        redirect_to @talk, :notice => ""Sending talk creation notification to subscribers and watchers...""
      else
        redirect_to @talk
      end
    else
      compute_edit_fields
      render :action => ""edit""
    end
  end"
TalksController,edit,Ret,"",(false or true),Array<List>,T,Twin,"def edit
    @talk = Talk.find(params[:id])
    authorize! :edit, @talk
    compute_edit_fields
    @talk.trigger_watch_email = false
  end"
TalksController,@talk_old,Var,@talk_old,Talk,Talk,E,Constraints,""
TalksController,update,Ret,"",(Array<String> or String),(Array<String> or String),E,Constraints,"def update
    @talk = Talk.find(params[:id])
    @talk_old = @talk.dup
    authorize! :edit, @talk
    talk_params, lists = adjust params
    @talk.lists = lists
    if @talk.update(talk_params)
      if talk_params[:trigger_watch_email] == ""1""
        changes = Set.new
        changes << :title if @talk_old.title != @talk.title
        changes << :speaker if ((@talk_old.speaker != @talk.speaker) || (@talk_old.speaker_url != @talk.speaker_url))
        changes << :venue if ((@talk_old.room != @talk.room) || (@talk_old.building != @talk.building))
        changes << :time if ((@talk_old.start_time != @talk.start_time) || (@talk_old.end_time != @talk.end_time))
        changes << :abstract if (@talk_old.abstract != @talk.abstract)
        changes << :bio if (@talk_old.bio != @talk.bio)
        changes << :reg if (@talk_old.request_reg != @talk.request_reg)
        if changes.empty?
          redirect_to @talk
        else
#          @talk.delay.email_watchers(changes)
          redirect_to @talk, :notice => ""Sending talk update notification to subscribers and watchers...""
        end
      else
        redirect_to @talk
      end
    else
      compute_edit_fields
      render :action => ""edit""
    end
  end"
TalksController,destroy,Ret,"",String,String,E,Constraints,"def destroy
    @talk = Talk.find(params[:id])
    authorize! :edit, @talk
    @talk.destroy
    redirect_to talks_path
  end"
TalksController,subscribe,Ret,"",(Array<String> or String),(Array<String> or String),E,Constraints,"def subscribe
    t = Talk.find(params[:id])
    do_subscription(t, params[:do])
    respond_to do |format|
      format.js { render ""shared/_update_badges.js.erb"", :locals => { :subscribable => t } }
      format.html { redirect_to action: ""show"" }
    end
  end"
TalksController,register,Ret,"",(Array<String> or String),(Array<String> or String),E,Constraints,"def register
    t = Talk.find(params[:id])
    r = Registration.where(:talk_id => RDL.type_cast(t, ""Integer""), :user_id => current_user)
    raise ""Attempt to register for talk without registration"" if not t.request_reg
    logger.error ""Inconsistency, r is #{r}"" if r.length > 1
    case params[:do]
    when ""register""
      if r.empty?
        r = Registration.new(:talk_id => t.id, :user_id => current_user.id)
        r.save
      end
    when ""unregister""
      r[0].destroy if r[0]
    end
    respond_to do |format|
      format.js { render ""shared/_update_badges.js.erb"", :locals => { :subscribable => t } }
      format.html { redirect_to action: ""show"" }
    end
  end"
TalksController,@regs,Var,@regs,ActiveRecord_Relation<Registration>,Array<Registration>,E,Constraints,""
TalksController,@users,Var,@users,Array<User>,Array<User>,E,Constraints,""
TalksController,show_registrations,Ret,"",Array<String>,(Array<String> or Array<User>),P,Constraints,"def show_registrations
    @talk = Talk.find(params[:id])
    raise ""Attempt to register for talk without registration"" if not @talk.request_reg
    authorize! :edit, @talk
    @regs = @talk.registrations
    @users = User.all.sort { |a,b| a.email_and_name <=> b.email_and_name }
    if params[:csv] == ""true""
      render :show_registrations_csv, :layout => false, :content_type => ""text/csv""
    end
  end"
TalksController,cancel_registration,Ret,"",String,String,E,Constraints,"def cancel_registration
    r = Registration.find(params[:id])
    t = r.talk
    authorize! :edit, r.talk
#    raise ""Attempt to register for talk without registration"" if not t.request_reg
    r.destroy
    redirect_to show_registrations_talk_path(t)
  end"
TalksController,@reg,Var,@reg,Registration,Registration,E,Constraints,""
TalksController,external_register,Ret,"",(Array<String> or Mail::Message),(Array<String> or Mail::Message),E,Constraints,"def external_register
    @talk = Talk.find(params[:id])
    raise ""Attempt to register for talk without registration"" if not @talk.request_reg
    @reg = Registration.new(:talk_id => @talk.id,
                            :user_id => 0,
                            :name => params[:name],
                            :email => params[:email],
                            :organization => params[:organization],
                            :secret => SecureRandom.base64,
                            )
    if @reg.save
      TheMailer.send_external_reg(@reg).deliver_now
    else
      render :action => :show
    end
  end"
TalksController,@success,Var,@success,(false or true),(false or true),E,Constraints,""
TalksController,cancel_external_registration,Ret,"",(false or true),(false or true),E,Constraints,"def cancel_external_registration
    @reg = Registration.find(params[:registration])
    if @reg && (@reg.secret == params[:secret])
      @reg.destroy
      @success = true
      TheMailer.send_cancel_reg(@reg).deliver_now
    else
      @success = false
    end
  end"
TalksController,feed,Ret,"",(Array<String> or String),(Array<String> or String),E,Constraints,"def feed
    @talks = Talk.all_recent.sort { |a,b| a.start_time <=> b.start_time }
    @title = t :site_name
    respond_to do |format|
      format.ics { render :text => (generate_ical @talks) }
      format.atom { render ""shared/feed"", :layout => false  }
    end
  end"
TalksController,calendar,Ret,"",(Array<String> or String),(Array<String> or String),E,Constraints,"def calendar
    @talk = Talk.find(params[:id])
    respond_to do |format|
      format.ics { render :text => (generate_ical [@talk]) }
    end
  end"
TalksController,show_subscribers,Ret,"",Array<String>,Array<String>,E,Constraints,"def show_subscribers
    authorize! :site_admin, :all
    @talk = Talk.find(params[:id])
    @subscribers = []
    @subscribers += @talk.subscribers
    @subscribers += (@talk.lists.map { |l| l.subscribers }).flatten
    RDL.type_cast(@subscribers, ""Array<User>"").sort! { |a,b| a.email_and_name <=>  b.email_and_name }
    render ""shared/show_subscribers""
  end"
TalksController,feedback,Ret,"",Array<List>,Array<List>,E,Constraints,"def feedback
    @lists = List.all.sort { |a,b| a.name <=> b.name }
  end"
TalksController,receive_feedback,Ret,"",String,String,E,Constraints,"def receive_feedback
    TheMailer.send_feedback(:name => params[:name].truncate(255), :email => params[:email].truncate(255), :subject => params[:subject].truncate(255), :comments => params[:comments].truncate(5000)).deliver_now
    redirect_to root_path, :notice => ""Thank you for your feedback""
  end"
TalksController,adjust,Arg,params,"([ []: (:talk) -> { { TalksController#adjust arg: params }#[] call_ret: ret } ] and [ []: (:temp_date) -> { { TalksController#adjust arg: params }#[] call_ret: ret } ] and [ []: (:temp_date_time) -> { { TalksController#adjust arg: params }#[] call_ret: ret } ] and [ []: (:temp_end_time) -> { { TalksController#adjust arg: params }#[] call_ret: ret } ] and [ []: (:temp_start_time) -> { { TalksController#adjust arg: params }#[] call_ret: ret } ] and [ each_pair: () {({ { TalksController#adjust arg: params }#each_pair block_arg: k }, { { TalksController#adjust arg: params }#each_pair block_arg: v }) -> { { TalksController#adjust arg: params }#each_pair block_ret: block_ret }} -> { { TalksController#adjust arg: params }#each_pair call_ret: ret } ] and [ require: (:talk) -> { { TalksController#adjust arg: params }#require call_ret: ret } ])","Hash<(String or Symbol), %any>",TS,Constraints,"def adjust(params)
    if params[:temp_date_time] != """" then
      # TODO: handle parsing errors here
      if (params[:temp_date_time] =~ /(.*) from (.*) to (.*)/) || (params[:temp_date_time] =~ /(.*) from (.*)\s*-\s*(.*)/) then
        params[:talk][:start_time] = Chronic.parse(""#{$1} at #{$2}"")
        params[:talk][:end_time] = Chronic.parse(""#{$1} at #{$3}"")
      else
        params[:talk][:start_time] = params[:talk][:end_time] = nil
      end
    else
      params[:talk][:start_time] = Chronic.parse(""#{params[:temp_date]} #{params[:temp_start_time]}"")
      params[:talk][:end_time] = Chronic.parse(""#{params[:temp_date]} #{params[:temp_end_time]}"")
#      errors.add(nil, ""Malformed date or time"") if not (params[:talk][:start_time] && params[:talk][:end_time])
    end

    lists = []
    params.each_pair { |k,v|
      next unless k =~ /posted_(\d+)/
      next if v == """"
      l = List.find RDL.type_cast(v, ""String"")
      next unless can? :add_talk, l
      lists << l
    }

    return [params.require(:talk).permit(:title, :speaker, :speaker_affiliation,
      :speaker_url, :room, :building_id, :kind, :request_reg,
      :trigger_watch_email, :owner_id, :abstract, :bio,
      :reg_info, :start_time, :end_time), lists]
#    params.require(:talk).permit!
  end"
TalksController,adjust,Ret,"","[{  }, Array<{ TalksController#adjust array_param: array_param_#<Parser::Source::Map::Collection:0x00007fef2f343200> }>]",Array<List>,P,Constraints,"def adjust(params)
    if params[:temp_date_time] != """" then
      # TODO: handle parsing errors here
      if (params[:temp_date_time] =~ /(.*) from (.*) to (.*)/) || (params[:temp_date_time] =~ /(.*) from (.*)\s*-\s*(.*)/) then
        params[:talk][:start_time] = Chronic.parse(""#{$1} at #{$2}"")
        params[:talk][:end_time] = Chronic.parse(""#{$1} at #{$3}"")
      else
        params[:talk][:start_time] = params[:talk][:end_time] = nil
      end
    else
      params[:talk][:start_time] = Chronic.parse(""#{params[:temp_date]} #{params[:temp_start_time]}"")
      params[:talk][:end_time] = Chronic.parse(""#{params[:temp_date]} #{params[:temp_end_time]}"")
#      errors.add(nil, ""Malformed date or time"") if not (params[:talk][:start_time] && params[:talk][:end_time])
    end

    lists = []
    params.each_pair { |k,v|
      next unless k =~ /posted_(\d+)/
      next if v == """"
      l = List.find RDL.type_cast(v, ""String"")
      next unless can? :add_talk, l
      lists << l
    }

    return [params.require(:talk).permit(:title, :speaker, :speaker_affiliation,
      :speaker_url, :room, :building_id, :kind, :request_reg,
      :trigger_watch_email, :owner_id, :abstract, :bio,
      :reg_info, :start_time, :end_time), lists]
#    params.require(:talk).permit!
  end"
TalksController,@date,Var,@date,String,String,E,Twin,""
TalksController,@start_time,Var,@start_time,Talk,String,T,Twin,""
TalksController,@end_time,Var,@end_time,Talk,String,T,Twin,""
TalksController,compute_edit_fields,Ret,"",Array<List>,Array<List>,E,Constraints,"def compute_edit_fields
    @title = ""Edit talk""
    if @talk.start_time && @talk.end_time
      @date = @talk.start_time.strftime(""%m/%d/%Y"")
      @start_time = @talk.start_time.strftime(""%l:%M %P"").lstrip
      @end_time = @talk.end_time.strftime(""%l:%M %P"").lstrip
    end
    @posted = @talk.lists
    if can? :site_admin, :all then
      @lists = List.all.sort { |a,b| a.name <=> b.name }
    else
      @lists = (current_user.owned_lists + current_user.poster_lists).sort { |a,b| a.name <=> b.name }.uniq
    end
  end"
UsersController,@users,Var,@users,Array<User>,Array<User>,E,Constraints,""
UsersController,index,Ret,"",Array<User>,Array<User>,E,Constraints,"def index
    authorize! :site_admin, :all
    @users = User.all.sort { |a,b| a.email <=> b.email }
  end"
UsersController,@user,Var,@user,User,User,E,Constraints,""
UsersController,@current,Var,@current,(false or true),(false or true),E,Constraints,""
UsersController,@list_subscriptions,Var,@list_subscriptions,Hash,"Hash<List, Symbol>",P,Constraints,""
UsersController,@your_lists,Var,@your_lists,Hash,Array<List>,T,Twin,""
UsersController,@lists,Var,@lists,Array<List>,Array<List>,E,Constraints,""
UsersController,@talk_subscriptions,Var,@talk_subscriptions,Hash,"Hash<Talk, (String or Symbol)>",P,Twin,""
UsersController,@talks,Var,@talks,Array<(Talk or { User#subscribed_talks hash_param_key: hash_param_key_#<Parser::Source::Map::Collection:0x00007fef27778b70> })>,Array<Talk>,P,Constraints,""
UsersController,show,Ret,"",Array<Talk>,Array<Talk>,E,Constraints,"def show
    @user = User.find(params[:id])
    authorize! :edit, @user
    fix_range params
    if params[:range] == :past
      @current = false
    else
      @current = true
    end
    @list_subscriptions = Hash[current_user.subscribed_lists]
    @your_lists = (current_user.owned_lists + current_user.poster_lists + @list_subscriptions.keys).sort { |a,b| a.name <=> b.name }.uniq
    @lists = List.all.sort { |a,b| a.name <=> b.name }
    @talk_subscriptions = current_user.subscribed_talks(params[:range])
    if @current then
      @talks = current_user.owned_talks.current
    else
      @talks = current_user.owned_talks.past
    end
    @talks += RDL.type_cast(@talk_subscriptions.keys, ""Array<Talk>"")
    @talks.uniq!
    if params[:range] == :past
      @talks.sort! { |a,b| [b.start_time.beginning_of_day, a.start_time] <=> [a.start_time.beginning_of_day, b.start_time] }
    else
      @talks.sort! { |a,b| a.start_time <=> b.start_time }
    end
  end"
UsersController,edit,Ret,"",ActionMailer::MessageDelivery,%any,E,Twin,"def edit
    @user = User.find(params[:id])
    authorize! :edit, @user
  end"
UsersController,update,Ret,"",(Array<String> or String),(Array<String> or String),E,Constraints,"def update
    @user = User.find(params[:id])
    authorize! :edit, @user
    up = user_params
    if up[:password].blank?
      up.delete :password
      up.delete :password_confirmation
    end
    unless can? :site_admin, :all
      up.delete :perm_site_admin
      up.delete :perm_create_talk
    end
    if @user.update(up)
      redirect_to @user
    else
      render :action => ""edit""
    end
  end"
UsersController,destroy,Ret,"",String,String,E,Constraints,"def destroy
    @user = User.find(params[:id])
    authorize! :site_admin, :all
    @user.destroy
    redirect_to users_path
  end"
UsersController,@title,Var,@title,String,String,E,Constraints,""
UsersController,feed,Ret,"",(Array<String> or String),(Array<String> or String),E,Constraints,"def feed
    user = User.find(params[:id])
    @title = ""Your Talks""
    @talks = user.subscribed_talks(:all, [""kind_subscriber"", ""kind_subscriber_through""]).keys
    respond_to do |format|
      if params[:key] == user.ical_secret
        format.ics { render :text => (generate_ical @talks) }
        format.atom { render ""shared/feed"", :layout => false  }
      else
        format.ics { render :nothing => true, :status => :forbidden }
        format.atom { render :nothing => true, :status => :forbidden }
      end
    end
  end"
UsersController,reset_ical_secret,Ret,"",String,String,E,Constraints,"def reset_ical_secret
    @user = User.find(params[:id])
    authorize! :edit, @user
    @user.update_attribute(:ical_secret, nil)
    redirect_to users_path, :notice => ""ical secret reset for #{@user.email}""
  end"
UsersController,generate_ical_secret,Ret,"",(false or true),true,T,Constraints,"def generate_ical_secret
    if current_user && (current_user.ical_secret == nil || current_user.ical_secret == """") then
      current_user.update_attribute(:ical_secret, SecureRandom.base64)
    end
    true
  end"
TheMailer,@talks,Var,@talks,Talk,Array<Talk>,T,Twin,""
TheMailer,@subj,Var,@subj,String,String,E,Constraints,""
TheMailer,send_talks,Arg,user,User,User,E,Twin,"def send_talks(user, talks, subj)
    @talks = talks.sort { |a,b| a.start_time <=> b.start_time }
    @subj = subj
    mail :to => ""#{user.name} <#{user.email}>"",
         :subject => ""[Talks] #{@subj}""
  end"
TheMailer,send_talks,Arg,talks,"[ sort: () {({ { TheMailer#send_talks arg: talks }#sort block_arg: a }, { { TheMailer#send_talks arg: talks }#sort block_arg: b }) -> { { TheMailer#send_talks arg: talks }#sort block_ret: block_ret }} -> { { TheMailer#send_talks arg: talks }#sort call_ret: ret } ]",Array<Talk>,TS,Constraints,"def send_talks(user, talks, subj)
    @talks = talks.sort { |a,b| a.start_time <=> b.start_time }
    @subj = subj
    mail :to => ""#{user.name} <#{user.email}>"",
         :subject => ""[Talks] #{@subj}""
  end"
TheMailer,send_talks,Arg,subj,String,String,E,Constraints,"def send_talks(user, talks, subj)
    @talks = talks.sort { |a,b| a.start_time <=> b.start_time }
    @subj = subj
    mail :to => ""#{user.name} <#{user.email}>"",
         :subject => ""[Talks] #{@subj}""
  end"
TheMailer,send_talks,Ret,"",ActionMailer::MessageDelivery,Mail::Message,T,Constraints,"def send_talks(user, talks, subj)
    @talks = talks.sort { |a,b| a.start_time <=> b.start_time }
    @subj = subj
    mail :to => ""#{user.name} <#{user.email}>"",
         :subject => ""[Talks] #{@subj}""
  end"
TheMailer,@reg,Var,@reg,Registration,Registration,E,Constraints,""
TheMailer,@talk,Var,@talk,Talk,Talk,E,Constraints,""
TheMailer,send_external_reg,Arg,reg,(Registration and [ talk: () -> { { TheMailer#send_external_reg arg: reg }#talk call_ret: ret } ]),Registration,TS,Constraints,"def send_external_reg(reg)
    @reg = reg
    @talk = reg.talk

    mail :to => ""#{@reg.name} <#{@reg.email}>"",
         :subject => ""[Talks] Registration confirmation""
  end"
TheMailer,send_external_reg,Ret,"",ActionMailer::MessageDelivery,Mail::Message,T,Constraints,"def send_external_reg(reg)
    @reg = reg
    @talk = reg.talk

    mail :to => ""#{@reg.name} <#{@reg.email}>"",
         :subject => ""[Talks] Registration confirmation""
  end"
TheMailer,@user,Var,@user,User,User,E,Constraints,""
TheMailer,@changes,Var,@changes,String,Set<Symbol>,T,Constraints,""
TheMailer,send_talk_change,Arg,user,User,User,E,Constraints,"def send_talk_change(user, talk, changes)
    @user = user
    @talk = talk
    @changes = changes
    if @changes
      @subj = ""[Talks] Talk update: #{@talk.title}""
    else
      @subj = ""[Talks] New talk posted: #{@talk.title}""
    end

    mail :to => ""#{@user.name} <#{@user.email}>"",
         :subject => @subj
  end"
TheMailer,send_talk_change,Arg,talk,Talk,Talk,E,Constraints,"def send_talk_change(user, talk, changes)
    @user = user
    @talk = talk
    @changes = changes
    if @changes
      @subj = ""[Talks] Talk update: #{@talk.title}""
    else
      @subj = ""[Talks] New talk posted: #{@talk.title}""
    end

    mail :to => ""#{@user.name} <#{@user.email}>"",
         :subject => @subj
  end"
TheMailer,send_talk_change,Arg,changes,String,Set<(:abstract or :bio or :reg or :speaker or :time or :title or :venue)>,T,Constraints,"def send_talk_change(user, talk, changes)
    @user = user
    @talk = talk
    @changes = changes
    if @changes
      @subj = ""[Talks] Talk update: #{@talk.title}""
    else
      @subj = ""[Talks] New talk posted: #{@talk.title}""
    end

    mail :to => ""#{@user.name} <#{@user.email}>"",
         :subject => @subj
  end"
TheMailer,send_talk_change,Ret,"",ActionMailer::MessageDelivery,Mail::Message,T,Constraints,"def send_talk_change(user, talk, changes)
    @user = user
    @talk = talk
    @changes = changes
    if @changes
      @subj = ""[Talks] Talk update: #{@talk.title}""
    else
      @subj = ""[Talks] New talk posted: #{@talk.title}""
    end

    mail :to => ""#{@user.name} <#{@user.email}>"",
         :subject => @subj
  end"
TheMailer,@comments,Var,@comments,String,String,E,Constraints,""
TheMailer,send_feedback,Arg,h,([ []: (:comments) -> { { TheMailer#send_feedback arg: h }#[] call_ret: ret } ] and [ []: (:email) -> { { TheMailer#send_feedback arg: h }#[] call_ret: ret } ] and [ []: (:name) -> { { TheMailer#send_feedback arg: h }#[] call_ret: ret } ] and [ []: (:subject) -> { { TheMailer#send_feedback arg: h }#[] call_ret: ret } ]),"Hash<Symbol, String>",TS,Constraints,"def send_feedback(h)
    @comments = h[:comments]
    mail :to => ""Talks <talks@cs.umd.edu>"",
         :subject => h[:subject],
         :from => ""#{h[:name]} <#{h[:email]}>""
  end"
TheMailer,send_feedback,Ret,"",ActionMailer::MessageDelivery,Mail::Message,T,Constraints,"def send_feedback(h)
    @comments = h[:comments]
    mail :to => ""Talks <talks@cs.umd.edu>"",
         :subject => h[:subject],
         :from => ""#{h[:name]} <#{h[:email]}>""
  end"
TheMailer,@message,Var,@message,String,String,E,Twin,""
TheMailer,send_admin_message,Arg,u,User,User,E,Twin,"def send_admin_message(u, h)
    @message = h[:message]
    mail :to => ""#{u.name} <#{u.email}>"",
         :subject => h[:subject]
  end"
TheMailer,send_admin_message,Arg,h,User,"Hash<Symbol, String>",T,Twin,"def send_admin_message(u, h)
    @message = h[:message]
    mail :to => ""#{u.name} <#{u.email}>"",
         :subject => h[:subject]
  end"
TheMailer,send_admin_message,Ret,"",ActionMailer::MessageDelivery,Mail::Message,T,Constraints,"def send_admin_message(u, h)
    @message = h[:message]
    mail :to => ""#{u.name} <#{u.email}>"",
         :subject => h[:subject]
  end"
ApplicationHelper,join_with_and,Arg,a,([ []: (Number) -> { { ApplicationHelper#join_with_and arg: a }#[] call_ret: ret } ] and [ []: (Range<Number>) -> { { ApplicationHelper#join_with_and arg: a }#[] call_ret: ret } ] and [ length: () -> { { ApplicationHelper#join_with_and arg: a }#length call_ret: ret } ]),Array<String>,TS,Constraints,"def join_with_and(a)
    return """" if a.length == 0
    return a[0] if a.length == 1
    return ""#{a[0]} and #{a[1]}"" if a.length == 2
    return ""#{a[0..-2].join "",""}, and #{a[-1]}""
  end"
ApplicationHelper,join_with_and,Ret,"",String,String,E,Constraints,"def join_with_and(a)
    return """" if a.length == 0
    return a[0] if a.length == 1
    return ""#{a[0]} and #{a[1]}"" if a.length == 2
    return ""#{a[0..-2].join "",""}, and #{a[-1]}""
  end"
TalksHelper,@out,Var,@out,String,String,E,Constraints,""
TalksHelper,render_speaker,Arg,talk,Talk,Talk,E,Twin,"def render_speaker(talk)
    if talk.speaker.empty?
      @out = ""No speaker yet""
    else
      @out = talk.speaker
    end
    unless talk.speaker_affiliation.empty?
      @out += "" - #{talk.speaker_affiliation}""
    end
    unless talk.speaker_url.empty?
      @out = link_to @out, talk.speaker_url
    end
    return @out.sanitize
  end"
TalksHelper,render_speaker,Ret,"",String,String,E,Constraints,"def render_speaker(talk)
    if talk.speaker.empty?
      @out = ""No speaker yet""
    else
      @out = talk.speaker
    end
    unless talk.speaker_affiliation.empty?
      @out += "" - #{talk.speaker_affiliation}""
    end
    unless talk.speaker_url.empty?
      @out = link_to @out, talk.speaker_url
    end
    return @out.sanitize
  end"
TalksHelper,render_venue,Arg,talk,Talk,Talk,E,Twin,"def render_venue(talk)
    return ""<i>No venue yet</i>"".sanitize unless (talk.room || talk.building)

    if talk.building && (not talk.building.name.empty?)
      @out = ""#{talk.room} #{talk.building.name} (#{talk.building.abbrv})""
    elsif talk.building
      @out = ""#{talk.room} #{talk.building.abbrv}""
    else
      @out = talk.room
    end
    if talk.building && talk.building.url && (not talk.building.url.empty?)
      @out = link_to @out, talk.building.url
    end
    return @out.sanitize
  end"
TalksHelper,render_venue,Ret,"",String,String,E,Constraints,"def render_venue(talk)
    return ""<i>No venue yet</i>"".sanitize unless (talk.room || talk.building)

    if talk.building && (not talk.building.name.empty?)
      @out = ""#{talk.room} #{talk.building.name} (#{talk.building.abbrv})""
    elsif talk.building
      @out = ""#{talk.room} #{talk.building.abbrv}""
    else
      @out = talk.room
    end
    if talk.building && talk.building.url && (not talk.building.url.empty?)
      @out = link_to @out, talk.building.url
    end
    return @out.sanitize
  end"
TalksHelper,render_time,Arg,talk,Talk,Talk,E,Twin,"def render_time(talk)
    if talk.start_time && talk.end_time
      @out = (talk.start_time.strftime ""%A, %B %-d, %Y, "") + (talk.start_time.strftime(""%l:%M"").lstrip)
      if ((talk.start_time.hour < 12) == (talk.end_time.hour < 12)) # both am or both pm
        @out += ""-"" + (talk.end_time.strftime(""%l:%M %P"").lstrip)
      else
        @out += (talk.start_time.strftime "" %P-"") + (talk.end_time.strftime(""%l:%M %P"").lstrip)
      end
    else
      @out = ""(Time not yet available)""
    end
    return @out.sanitize
  end"
TalksHelper,render_time,Ret,"",String,String,E,Twin,"def render_time(talk)
    if talk.start_time && talk.end_time
      @out = (talk.start_time.strftime ""%A, %B %-d, %Y, "") + (talk.start_time.strftime(""%l:%M"").lstrip)
      if ((talk.start_time.hour < 12) == (talk.end_time.hour < 12)) # both am or both pm
        @out += ""-"" + (talk.end_time.strftime(""%l:%M %P"").lstrip)
      else
        @out += (talk.start_time.strftime "" %P-"") + (talk.end_time.strftime(""%l:%M %P"").lstrip)
      end
    else
      @out = ""(Time not yet available)""
    end
    return @out.sanitize
  end"
TalksHelper,render_lists,Arg,talk,Talk,Talk,E,Twin,"def render_lists(talk)
    return (talk.lists
              .sort { |a,b| a.name <=> b.name }
              .map { |l| link_to l.name, list_url(l) }
              .join ""&nbsp;&sdot;&nbsp;"").sanitize
  end"
TalksHelper,render_lists,Ret,"",String,String,E,Constraints,"def render_lists(talk)
    return (talk.lists
              .sort { |a,b| a.name <=> b.name }
              .map { |l| link_to l.name, list_url(l) }
              .join ""&nbsp;&sdot;&nbsp;"").sanitize
  end"
TalksHelper,render_array_of_lists,Arg,lists,"[ sort: () {({ { TalksHelper#render_array_of_lists arg: lists }#sort block_arg: a }, { { TalksHelper#render_array_of_lists arg: lists }#sort block_arg: b }) -> { { TalksHelper#render_array_of_lists arg: lists }#sort block_ret: block_ret }} -> { { TalksHelper#render_array_of_lists arg: lists }#sort call_ret: ret } ]",Array<List>,TS,Constraints,"def render_array_of_lists(lists)
    return (lists
              .sort { |a,b| a.name <=> b.name }
              .map { |l| link_to l.name, list_url(l) }
              .join ""&nbsp;&sdot;&nbsp;"").sanitize
  end"
TalksHelper,render_array_of_lists,Ret,"",String,String,E,Twin,"def render_array_of_lists(lists)
    return (lists
              .sort { |a,b| a.name <=> b.name }
              .map { |l| link_to l.name, list_url(l) }
              .join ""&nbsp;&sdot;&nbsp;"").sanitize
  end"
TalksHelper,organize_talks,Arg,talks,[ each: () {({ { TalksHelper#organize_talks arg: talks }#each block_arg: t }) -> { { TalksHelper#organize_talks arg: talks }#each block_ret: block_ret }} -> { { TalksHelper#organize_talks arg: talks }#each call_ret: ret } ],Array<Talk>,TS,Constraints,"def organize_talks(talks)
    h = Hash.new
    h[:past] = []
    h[:today] = []
    h[:later_this_week] = []
    (0..6).each { |wday| h[:later_this_week][wday] = [] }
    h[:next_week] = []
    (0..6).each { |wday| h[:next_week][wday] = [] }
    h[:beyond] = []

    h[:now] = Time.now

    the_past = (h[:now] - 1.day).end_of_day
    today = h[:now].beginning_of_day..h[:now].end_of_day
    later_this_week = (h[:now].beginning_of_day + 1.day)..((h[:now] + 1.day).end_of_week - 1.day)
    next_week = ((h[:now] + 1.day).beginning_of_week + 6.day)..((h[:now] + 1.day).end_of_week + 6.day)
    beyond = (h[:now] + 1.day).beginning_of_week + 13.day

    talks.each do |t|
      if t.start_time <= the_past
        h[:past] << t
      elsif today.cover? t.start_time
        h[:today] << t
      elsif later_this_week.cover? t.start_time
        h[:later_this_week][t.start_time.wday] << t
      elsif next_week.cover? t.start_time
        h[:next_week][t.start_time.wday] << t
      else
        h[:beyond] << t
      end
    end

    h[:past].sort! { |a,b| a.start_time <=> b.start_time }
    h[:today].sort! { |a,b| a.start_time <=> b.start_time }
    h[:later_this_week].each { |ts| ts.sort! { |a,b| a.start_time <=> b.start_time } }
    h[:next_week].each { |ts| ts.sort! { |a,b| a.start_time <=> b.start_time } }
    h[:beyond].sort! { |a,b| a.start_time <=> b.start_time }

    return h
  end"
